,waitlistFlag,sanctionFlag,contactDetails_address_geoLocationDetails_latitude,contactDetails_address_geoLocationDetails_longitude,Room Size,home,maximumRAD,maximumDAP
4167,False,False,-33.284015,151.5685,15,Legacy Aged Care - Norah Head,400000.0,68.82
4169,False,False,-33.398906,151.36672,15,Legacy Aged Care - Wyoming,350000.0,60.22
4171,False,False,-33.398906,151.36672,18,Legacy Aged Care - Wyoming,400000.0,68.82
4172,True,False,-33.9395751,151.0643908,23 m2,Leigh Place,420000.0,72.26
4174,True,False,-33.9395751,151.0643908,30m2,Leigh Place,550000.0,94.63
4184,True,False,,,16.45,Leinster Place,290000.0,49.9
4186,True,False,,,15.1,Leinster Place,290000.0,49.9
4187,False,False,-33.75261,150.7103581,21.3 m2 (incl ensuite),Lemongrove Gardens Hostel,400000.0,68.82
4188,False,False,-33.75261,150.7103581,28.0,Lemongrove Gardens Hostel,435000.0,74.84
4192,False,False,-35.130859,139.2820334,16 to 18 square metres,Lerwin Nursing Home,477750.0,82.2
4193,False,False,-28.3430287,152.2964506,17.55,Leslie Place Aged Persons Hostel,400000.0,68.82
4194,False,False,-28.3430287,152.2964506,25.5,Leslie Place Aged Persons Hostel,450000.0,77.42
4197,True,False,-33.8929958,151.1495762,14.4,Lewisham Retirement Hostel,460000.0,79.15
4198,True,False,-33.8929958,151.1495762,14.4,Lewisham Retirement Hostel,460000.0,79.15
4199,False,False,,,14.4,Lexington Gardens,460000.0,79.15
4200,True,False,,,Avg. 16,LHI Glynde,400000.0,68.82
4201,True,False,,,average 17 square metres,LHI Glynde,350000.0,60.22
4203,True,False,,,average 21 square metres,LHI Glynde,500000.0,86.03
4206,True,False,-34.8419839,138.6989691,18,LHI Hope Valley,425000.0,73.12
4209,True,False,-34.8419839,138.6989691,average of 23 square metres,LHI Hope Valley,475000.0,81.73
4210,True,False,,,average of 23 square metres,Lifeview Argyle Court,475000.0,81.73
4211,True,False,,,average of 23 square metres,Lifeview Emerald Glades,475000.0,81.73
4212,True,False,-37.907797,145.188659,average of 23 square metres,Lifeview The Willows,475000.0,81.73
4213,True,False,-27.473617,153.034986,12.3 to 12.9 sqm,Lilian Cooper Nursing Home,375000.0,64.52
4216,False,False,-37.7616175,145.3537533,14,Lilydale Aged Care,0.0,0.0
4221,False,False,-37.7616175,145.3537533,at least 20sqm,Lilydale Aged Care,0.0,0.0
4222,False,False,-37.7616175,145.3537533,23,Lilydale Aged Care,0.0,0.0
4223,False,False,-37.7616175,145.3537533,16 to 17,Lilydale Aged Care,450000.0,77.42
4230,True,False,-34.8549501,138.5572535,15.9m2,Linsell Lodge Aged Care Facility,350000.0,60.22
4231,True,False,-34.8549501,138.5572535,15.9m2,Linsell Lodge Aged Care Facility,350000.0,60.22
4233,True,False,-27.8732262,153.3604864,18,Lions Haven For The Aged,400000.0,68.82
4234,True,False,-27.8732262,153.3604864,18,Lions Haven For The Aged,375000.0,64.52
4236,True,False,-27.8732262,153.3604864,18,Lions Haven For The Aged,0.0,0.0
4237,True,False,-27.8732262,153.3604864,15,Lions Haven For The Aged,400000.0,68.82
4238,True,False,-37.6890098,145.1325781,15,Liscombe House Hostel,350000.0,60.22
4239,True,False,-37.6890098,145.1325781,19,Liscombe House Hostel,350000.0,60.22
4240,False,False,,,19,Little Para Hostel,350000.0,60.22
4243,True,False,,,11sqm,Little Sisters of the Poor Glendalough Home,250000.0,43.01
4245,True,False,-37.772119,144.9910062,Rooms are a minimum of 37m2 in size.,Little Sisters of the Poor St Joseph's Home,250000.0,43.01
4246,True,False,-27.2302048,153.0920055,18,Lodges on George,300000.0,51.62
4247,True,False,-27.2302048,153.0920055,13.5,Lodges on George,380000.0,65.38
4248,False,False,,,14 metres square or more.,Longridge Aged Care,250000.0,43.01
4249,False,False,,,16 metres square or more.,Longridge Aged Care,350000.0,60.22
4250,False,False,,,18 metres square or more.,Longridge Aged Care,450000.0,77.42
4251,True,False,-19.2901136,146.7881845,18 metres square or more.,Loreto,450000.0,77.42
4253,False,False,-38.5463728,143.9794029,16m2,Lorne Nursing Home,350000.0,60.22
4258,True,False,-19.5634177,147.4056431,16m2,Lower Burdekin Hostel,320000.0,55.06
4260,True,False,-19.5634177,147.4056431,14M2,Lower Burdekin Hostel,320000.0,55.06
4261,True,False,-19.5634177,147.4056431,16M2,Lower Burdekin Hostel,320000.0,55.06
4262,True,False,-37.7305512,145.1302464,16,Lower Plenty Garden Views,470000.0,80.87
4264,True,False,-37.7305512,145.1302464,14,Lower Plenty Garden Views,420000.0,72.26
4265,True,False,-37.7305512,145.1302464,average 13.93m2,Lower Plenty Garden Views,550000.0,94.63
4269,False,False,-34.4512935,140.5687782,17-19 sqm,Loxton Hostel For The Aged,320000.0,55.06
4270,False,False,-34.4512935,140.5687782,17-19 sqm,Loxton Hostel For The Aged,320000.0,55.06
4271,False,False,-34.4512935,140.5687782,17-19 sqm,Loxton Hostel For The Aged,320000.0,55.06
4272,True,False,-33.958485,151.10787,18.6,Lucy Chieng Aged Care Centre,430000.0,73.98
4275,False,False,-37.841574,145.0861997,22,Lynden Aged Care,550000.0,94.63
4276,False,False,-37.841574,145.0861997,18,Lynden Aged Care,200000.0,34.41
4277,False,False,-37.841574,145.0861997,16,Lynden Aged Care,550000.0,94.63
4278,False,False,-37.841574,145.0861997,25,Lynden Aged Care,550000.0,94.63
4281,False,False,-37.841574,145.0861997,28,Lynden Aged Care,700000.0,120.44
4282,True,False,-38.3961029,142.5067661,10.0-12.9 square metres,Lyndoch Hostel,200000.0,34.41
4284,True,False,-38.3961029,142.5067661,10.0-16.7 square metres,Lyndoch Hostel,300000.0,51.62
4285,True,False,-38.3961029,142.5067661,14.6-15.6 square metres,Lyndoch Hostel,550000.0,94.63
4286,True,False,-38.3961029,142.5067661,17.1-26.3,Lyndoch Nursing Home,550000.0,94.63
4287,True,False,-38.3961029,142.5067661,12.8-18.6,Lyndoch Nursing Home,300000.0,51.62
4295,True,False,-37.0596997,142.7795406,16 m2,Macpherson Smith Residential Care,402000.0,69.17
4298,True,False,-33.4181576,149.5791204,18.5,Macquarie Care Centre,365000.0,62.8
4300,True,False,-33.9396558,151.1348558,13.9sqm approx,Macquarie Lodge Aged Care Plus Centre,550000.0,94.63
4304,True,False,-33.9396558,151.1348558,13.9sqm,Macquarie Lodge Aged Care Plus Centre,650000.0,111.84
4305,True,False,-33.9396558,151.1348558,14.6sqm approx,Macquarie Lodge Aged Care Plus Centre,600000.0,103.23
4306,True,False,-33.9396558,151.1348558,13.9sqm approx,Macquarie Lodge Aged Care Plus Centre,475000.0,81.73
4307,True,False,-33.9396558,151.1348558,Minimum 14.6sqm approx,Macquarie Lodge Aged Care Plus Centre,425000.0,73.12
4308,False,False,-33.0023261,151.6150926,17,Macquarie Shores Hostel,360000.0,61.94
4309,False,False,-33.0023261,151.6150926,12,Macquarie Shores Hostel,260000.0,44.73
4310,True,False,-27.406406,152.96759,14.6 to 16.0 sqm,Madonna Villa Nursing Home,450000.0,77.42
4312,True,False,-27.406406,152.96759,14.6 to 16.0 sqm,Madonna Villa Nursing Home,450000.0,77.42
4315,False,False,-33.2670311,151.481226,"Room 17.4 to 20.9 sqm, ensuites 4.3 to 5.4 sqm",Magnolia Manor Aged Care,350000.0,60.22
4316,False,False,-33.2670311,151.481226,"Room 17.4 to 20.9 sqm, ensuites 4.3 to 5.4 sqm",Magnolia Manor Aged Care,400000.0,68.82
4317,False,False,-33.2670311,151.481226,"Room 17.4 to 20.9 sqm, ensuites 4.3 to 5.4 sqm",Magnolia Manor Aged Care,300000.0,51.62
4318,False,False,-33.2670311,151.481226,"Room 17.4 to 20.9 sqm, ensuites 4.3 to 5.4 sqm",Magnolia Manor Aged Care,450000.0,77.42
4319,False,False,-33.2670311,151.481226,"Room 17.4 to 20.9 sqm, ensuites 4.3 to 5.4 sqm",Magnolia Manor Aged Care,450000.0,77.42
4320,False,False,-33.2670311,151.481226,"Rooms 21 to 22 sqm, Ensuite 4.5 sqm",Magnolia Manor Aged Care,450000.0,77.42
4325,False,False,-27.5358412,153.2549803,25.5 m2 including covered balcony,Mandalay Retreat,225000.0,38.71
4327,True,False,-33.78198,151.268251,Room size is 8m2,Manly Vale Nursing Home,375000.0,64.52
4336,True,False,-37.896485,144.657114,20 squ mt or greater,Manor Court Werribee Aged Care Ltd,350000.0,60.22
4338,True,False,-27.24522,153.0097175,26m2,Maranatha Aged Care,400000.0,68.82
4339,True,False,-27.24522,153.0097175,Range of 13m2 to 21m2,Maranatha Aged Care,325000.0,55.92
4340,True,False,-27.24522,153.0097175,21m2,Maranatha Aged Care,350000.0,60.22
4341,False,False,-32.5488903,148.9524448,20,Maranatha House,125000.0,21.51
4342,False,False,-32.5488903,148.9524448,16,Maranatha House,125000.0,21.51
4343,True,False,-35.7392812,150.2029814,19.5,Maranatha Lodge,350000.0,60.22
4344,True,False,-35.7392812,150.2029814,19.5,Maranatha Lodge,375000.0,64.52
4345,True,False,-35.7392812,150.2029814,19.5,Maranatha Lodge,260000.0,44.73
4346,False,False,-33.6872805,151.2945298,24.0 (incl ensuite),Marcus Loane House,637000.0,109.6
4347,False,False,-33.6872805,151.2945298,26.9 (incl ensuite),Marcus Loane House,666000.0,114.59
4348,False,False,-33.6872805,151.2945298,24.0 (incl  ensuite),Marcus Loane House,600000.0,103.23
4351,True,False,-27.5928543,153.2823012,16m2 to 18m2 excluding ensuite,Marebello,385741.0,66.37
4352,True,False,-27.5928543,153.2823012,16m2 to 18m2 excluding ensuite,Marebello,324835.0,55.89
4353,True,False,-27.5928543,153.2823012,24m2 to 28m2 excluding ensuite.,Marebello,507554.0,87.33
4354,True,False,-27.5928543,153.2823012,18m2 to 24m2 excluding ensuite.,Marebello,451723.0,77.72
4355,False,False,-29.4507523,153.2020358,range in size from 15.6 to 23.9 square meters,Mareeba Aged Care,320000.0,55.06
4361,False,False,-29.4507523,153.2020358,from 8.6 to 11.2 square meters,Mareeba Aged Care,350000.0,60.22
4362,True,False,-32.03637,115.8739,14,Margaret Hubery House,540000.0,92.91
4364,True,False,-38.2033526,146.5197857,12,Margery Cole Residential Care Service,225000.0,38.71
4365,True,False,-38.2033526,146.5197857,16,Margery Cole Residential Care Service,275000.0,47.32
4367,True,False,-38.2033526,146.5197857,12-14 sq metres,Margery Cole Residential Care Service,250000.0,43.01
4368,False,False,-37.807706,145.325998,12-14 sq metres,Margriet Manor,250000.0,43.01
4369,True,False,-33.8178512,151.1090107,12-14 sq metres,Marian Hostel,250000.0,43.01
4370,True,False,-33.8039129,151.0017958,12-14 sq metres,Marian Nursing Home,250000.0,43.01
4371,False,False,-37.8312506,144.8469572,12-14 sq metres,Marina Residential Aged Care Service,250000.0,43.01
4372,True,False,-31.94608,115.9231,12-14 sq metres,Marist Lodge,250000.0,43.01
4373,True,False,-33.6533569,151.0550491,12-14 sq metres,Mark Donaldson VC House,250000.0,43.01
4374,False,False,-33.979046,151.246957,Average: 27 m2 (ranging from 26m2 to 29m2),Markmoran at Little Bay,995000.0,171.19
4375,False,False,-33.979046,151.246957,29,Markmoran at Little Bay,1750000.0,301.1
4376,False,False,-33.979046,151.246957,Average: 29 m2 (ranging from 28.5m2 to 31m2),Markmoran at Little Bay,1500000.0,258.08
4377,False,False,-33.979046,151.246957,Average: 26.36 m2 (ranging from 23m2 to 29m2),Markmoran at Little Bay,795000.0,136.78
4378,False,False,-33.979046,151.246957,28.9,Markmoran at Little Bay,695000.0,119.58
4379,False,False,-32.902979,151.71957,Average size of 16.5 sq m,Maroba Nursing Home,399000.0,68.65
4381,False,False,-32.902979,151.71957,Average size of 17 square metres,Maroba Nursing Home,359000.0,61.77
4382,False,False,-32.902979,151.71957,Average size of 19.92 square metres,Maroba Nursing Home,375000.0,64.52
4383,False,False,,,27.3,Marten Residential Care Centre,400000.0,68.82
4384,False,False,,,21,Marten Residential Care Centre,475000.0,81.73
4385,False,False,,,21,Marten Residential Care Centre,400000.0,68.82
4386,False,False,,,16,Marten Residential Care Centre,375000.0,64.52
4391,True,False,-33.7617229,151.2446077,30 to 33 square metres including patio or balcony.,Martin Luther Hostel,550000.0,94.63
4392,True,False,-33.7617229,151.2446077,33 square metres including balcony or patio,Martin Luther Hostel,550000.0,94.63
4393,False,False,,,10m2,Martindale Nursing Home,350000.0,60.22
4394,False,False,,,15m2,Martindale Nursing Home,550000.0,94.63
4395,False,False,,,13m2,Martindale Nursing Home,450000.0,77.42
4396,False,False,-33.9806245,151.1071708,27.35 m2 (incl ensuite),Mary Andrews Retirement Village Hostel,550000.0,94.63
4397,False,False,-33.9806245,151.1071708,28.7 m2 (incl ensuite),Mary Andrews Retirement Village Hostel,550000.0,94.63
4398,False,False,-33.9806245,151.1071708,39.74 m2 (incl ensuite),Mary Andrews Retirement Village Hostel,550000.0,94.63
4399,False,False,-37.5984915,140.3524488,39.74 m2 (incl ensuite),Mary Cecelia Hart Court Hostel,550000.0,94.63
4401,False,False,-37.7899184,145.0259057,Approx 11 square metres,Mary Guthrie House Nursing Home,330000.0,56.78
4403,True,False,-37.8317708,145.0538478,24,Mary MacKillop Aged Care,550000.0,94.63
4404,True,False,-34.9316292,138.5592832,19 square metres,Mary MacKillop Care Flora McDonald,550000.0,94.63
4407,True,False,-34.9316292,138.5592832,19 sqm,Mary MacKillop Care Flora McDonald,400000.0,68.82
4408,False,False,-34.2847077,140.599752,19 sqm,Mary MacKillop Care St Catherine's,400000.0,68.82
4409,False,False,-34.2847077,140.599752,19 sqm,Mary MacKillop Care St Catherine's,400000.0,68.82
4410,False,False,-34.2847077,140.599752,19 sqm,Mary MacKillop Care St Catherine's,400000.0,68.82
4411,False,False,-34.2847077,140.599752,19 sqm,Mary MacKillop Care St Catherine's,400000.0,68.82
4414,True,False,-42.8569329,147.3058488,18,Mary Ogilvy Home,400000.0,68.82
4415,True,False,-42.8569329,147.3058488,18,Mary Ogilvy Home,400000.0,68.82
4422,True,False,-42.8569329,147.3058488,18,Mary Ogilvy Home,400000.0,68.82
4423,True,False,-42.8569329,147.3058488,18,Mary Ogilvy Home,400000.0,68.82
4424,True,False,-42.8569329,147.3058488,16,Mary Ogilvy Home,350000.0,60.22
4425,True,False,-42.8569329,147.3058488,16,Mary Ogilvy Home,350000.0,60.22
4426,True,False,-42.8569329,147.3058488,18,Mary Ogilvy Home,400000.0,68.82
4427,True,False,-42.8569329,147.3058488,18,Mary Ogilvy Home,400000.0,68.82
4434,True,False,-42.8569329,147.3058488,18,Mary Ogilvy Home,400000.0,68.82
4435,True,False,-42.8569329,147.3058488,18,Mary Ogilvy Home,400000.0,68.82
4436,True,False,-42.8569329,147.3058488,16,Mary Ogilvy Home,350000.0,60.22
4437,True,False,-42.8569329,147.3058488,16,Mary Ogilvy Home,350000.0,60.22
4438,True,False,-35.1194229,147.3530644,Vary between 14.7 and 25.8 sq.m.,Mary Potter Nursing Home,312000.0,53.68
4441,True,False,-35.1194229,147.3530644,Vary between 15.3 and 15.5 sq.m.,Mary Potter Nursing Home,312000.0,53.68
4450,True,False,-37.0451603,143.7384714,16.6,Maryborough Nursing Home,350112.0,60.24
4451,True,False,-37.0451603,143.7384714,17,Maryborough Nursing Home,350112.0,60.24
4452,True,False,-27.4736168,153.0349856,11.4 to 13.3 sqm,Marycrest Hostel,335000.0,57.64
4453,True,False,-27.4736168,153.0349856,12.0 to 14.3 sqm,Marycrest Hostel,340000.0,58.5
4454,True,False,-27.4736168,153.0349856,11.7 to 14.4 sqm,Marycrest Hostel,345000.0,59.36
4455,True,False,-27.4736168,153.0349856,11.8 to 14.1 sqm,Marycrest Hostel,350000.0,60.22
4456,True,False,-27.4736168,153.0349856,12.1 to 14.3 sqm,Marycrest Hostel,355000.0,61.08
4457,True,False,-42.9329221,147.3576725,15.5,Mary's Grange,325000.0,55.92
4458,True,False,-42.9329221,147.3576725,14.1,Mary's Grange,250000.0,43.01
4459,True,False,-42.9329221,147.3576725,11.3 m2 to 14.1 m2,Mary's Grange,225000.0,38.71
4463,True,False,-42.9329221,147.3576725,Rooms vary between 12.1 m2 to 15.4 m2,Mary's Grange,325000.0,55.92
4464,True,False,-19.3061039,146.7373944,18,Masonic Care Queensland Aged Care Facility,350000.0,60.22
4466,True,False,-19.3061039,146.7373944,18-19,Masonic Care Queensland Aged Care Facility,250000.0,43.01
4467,True,False,-27.9400294,153.3823056,18-19,Masonic Care Queensland Arundel Aged Care Facility,250000.0,43.01
4468,True,False,,,17.82,Masonic Care Queensland Cairns Aged Care Facility,390000.0,67.1
4469,True,False,,,32.94,Masonic Care Queensland Cairns Aged Care Facility,500000.0,86.03
4470,True,False,,,32.94,Masonic Care Queensland Cairns Aged Care Facility,425000.0,73.12
4471,True,True,-27.3122359,153.061929,Approx 27.2m2,Masonic Care Queensland Sandgate Hostel,475000.0,81.73
4472,True,True,-27.3122359,153.061929,Approx 27.2m2,Masonic Care Queensland Sandgate Hostel,500000.0,86.03
4473,True,True,-27.3122359,153.061929,27.2m2,Masonic Care Queensland Sandgate Hostel,450000.0,77.42
4474,True,True,-27.3122359,153.061929,Approx,Masonic Care Queensland Sandgate Hostel,325000.0,55.92
4476,True,True,-27.3122359,153.061929,10.9-12.6,Masonic Care Queensland Sandgate Hostel,300000.0,51.62
4477,True,True,-27.3122359,153.061929,Approx 15.83 m2 - 16.48m2,Masonic Care Queensland Sandgate Hostel,375000.0,64.52
4478,True,True,-27.3122359,153.061929,Approx 10.9m2 - 12.6m2,Masonic Care Queensland Sandgate Hostel,350000.0,60.22
4479,True,False,-27.3122359,153.061929,19,Masonic Care Queensland Sandgate Nursing Home,425000.0,73.12
4480,True,False,-27.3122359,153.061929,19,Masonic Care Queensland Sandgate Nursing Home,525000.0,90.33
4481,True,False,-27.3122359,153.061929,14,Masonic Care Queensland Sandgate Nursing Home,300000.0,51.62
4483,True,False,-33.3784084,148.0048492,16,Mater Aged Care,250000.0,43.01
4485,True,False,-33.3784084,148.0048492,16,Mater Aged Care,250000.0,43.01
4486,True,False,-30.3480477,153.0892856,12 metres square,Mater Christi Aged Care Facility,400000.0,68.82
4487,True,False,-30.3480477,153.0892856,12 metres square,Mater Christi Aged Care Facility,400000.0,68.82
4488,True,False,-30.3480477,153.0892856,12 metres square,Mater Christi Aged Care Facility,400000.0,68.82
4489,True,False,-30.3480477,153.0892856,12 metres square,Mater Christi Aged Care Facility,350000.0,60.22
4490,True,False,-30.3480477,153.0892856,12 metres square,Mater Christi Aged Care Facility,400000.0,68.82
4491,True,False,-34.7220022,135.8499703,15.2,Matthew Flinders Home Inc,350000.0,60.22
4494,True,False,-33.9084837,151.1437203,13.5sqm approx,Maybanke Aged Care Plus Centre,400000.0,68.82
4495,True,False,-33.9084837,151.1437203,13.5sqm approx,Maybanke Aged Care Plus Centre,390000.0,67.1
4496,True,False,-32.8952275,151.7410344,16,Mayfield Aged Care,390000.0,67.1
4500,True,False,-37.91463,145.0082428,17sqm,Mayflower Brighton,659500.0,113.47
4501,True,False,-37.91463,145.0082428,Standard room,Mayflower Brighton,550000.0,94.63
4502,True,False,-37.91463,145.0082428,16 - 16.5sqm,Mayflower Brighton,550000.0,94.63
4503,True,False,-37.91463,145.0082428,17sqm + 14sqm private balcony,Mayflower Brighton,710500.0,122.24
4504,True,False,-37.705017,144.995087,11.5,Mayflower Reservoir,350000.0,60.22
4507,True,False,-34.320638,150.9238135,Rooms range from 4.75m x 4.76m to 6.53m x 4.33m,McCauley Lodge,400000.0,68.82
4514,False,False,-32.00833,115.86444,16.3,McDougall Park Nursing Home,295000.0,50.76
4515,True,False,-26.6280892,152.9529706,approximately 19m2,McGowan Lodge,190000.0,32.69
4516,True,False,-26.6280892,152.9529706,approximately 19m2,McGowan Lodge,250000.0,43.01
4519,True,False,-38.0757106,145.4746337,14-16 square metres,McGregor Gardens Aged Care,350000.0,60.22
4520,True,False,-38.0757106,145.4746337,18 - 20 square metres,McGregor Gardens Aged Care,500000.0,86.03
4521,True,False,-29.7605265,151.133668,12.58,McLean Care Ltd,325000.0,55.92
4528,True,False,-29.7605265,151.133668,16.2,McLean Care Ltd,325000.0,55.92
4529,True,False,-29.7605265,151.133668,22.7,McLean Care Ltd,325000.0,55.92
4532,False,False,-37.6858199,144.9126564,12.075,McLellan House Hostel,350000.0,60.22
4533,False,False,-37.6858199,144.9126564,12.006,McLellan House Hostel,350000.0,60.22
4534,False,False,-37.6858199,144.9126564,12.25,McLellan House Hostel,350000.0,60.22
4535,False,False,-37.6858199,144.9126564,11.9716,McLellan House Hostel,350000.0,60.22
4536,False,False,-37.6858199,144.9126564,11.9716,McLellan House Hostel,350000.0,60.22
4537,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4538,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4539,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4540,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4541,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4542,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4543,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4544,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4545,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4546,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4547,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4548,False,False,-37.6858199,144.9126564,12.18,McLellan House Hostel,350000.0,60.22
4549,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4550,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4551,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4552,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4553,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4554,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4555,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4556,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4557,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4558,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4559,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4560,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4561,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4562,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4563,False,False,-37.6858199,144.9126564,12.1104,McLellan House Hostel,350000.0,60.22
4564,True,False,-30.6402083,151.5043445,14.5 square meters,McMaugh Gardens Hostel,200000.0,34.41
4565,True,False,-30.6402083,151.5043445,14 square meters,McMaugh Gardens Hostel,200000.0,34.41
4566,True,False,-30.6402083,151.5043445,16 square meters,McMaugh Gardens Hostel,200000.0,34.41
4567,True,False,-32.50333,115.7536,20m2,McNamara Lodge,430000.0,73.98
4568,True,False,-32.50333,115.7536,16m2,McNamara Lodge,250000.0,43.01
4569,True,False,-32.50333,115.7536,20m2,McNamara Lodge,350000.0,60.22
4570,True,False,-33.7121036,151.1060078,16,McQuoin Park,495000.0,85.17
4574,False,False,-37.8521164,145.0348738,66m2,mecwacare Malvern Centre,605000.0,104.09
4575,False,False,-37.8521164,145.0348738,44m2,mecwacare Malvern Centre,1215000.0,209.05
4576,False,False,-37.8521164,145.0348738,66m2,mecwacare Malvern Centre,1820000.0,313.14
4577,True,False,-37.856046,145.0470514,14.4m2,mecwacare Noel Miller Centre,460000.0,79.15
4578,True,False,-37.856046,145.0470514,15.4m2,mecwacare Noel Miller Centre,510000.0,87.75
4579,True,False,-37.856046,145.0470514,17m2,mecwacare Noel Miller Centre,555000.0,95.49
4580,True,False,-38.2376133,145.0599776,Range from between 17m2 to 20m2,mecwacare Park Hill,450000.0,77.42
4581,True,False,-38.2376133,145.0599776,Range from between 17m² to 20m²,mecwacare Park Hill,475000.0,81.73
4582,True,False,-38.2376133,145.0599776,Range from between 17m2 to 20m2,mecwacare Park Hill,350000.0,60.22
4583,False,False,-37.820196,144.999117,Range from between 17m2 to 20m2,mecwacare Richmond Hill,350000.0,60.22
4584,True,False,-37.848108,144.989401,10.8m2,mecwacare Sir Donald & Lady Trescowthick Centre,460000.0,79.15
4585,True,False,-37.848108,144.989401,12.8m2,mecwacare Sir Donald & Lady Trescowthick Centre,480000.0,82.59
4586,True,False,-37.848108,144.989401,17.7m2,mecwacare Sir Donald & Lady Trescowthick Centre,510000.0,87.75
4587,False,False,-41.323407,148.2449978,19,Medea Park Hostel,350000.0,60.22
4588,False,False,-41.323407,148.2449978,19,Medea Park Hostel,350000.0,60.22
4591,False,False,-41.323407,148.2449978,18,Medea Park Nursing Home,350000.0,60.22
4593,False,False,-41.323407,148.2449978,16,Medea Park Nursing Home,350000.0,60.22
4594,False,False,-41.323407,148.2449978,25,Medea Park Nursing Home,350000.0,60.22
4595,False,False,-41.323407,148.2449978,16,Medea Park Nursing Home,350000.0,60.22
4597,False,False,-41.323407,148.2449978,16,Medea Park Nursing Home,350000.0,60.22
4598,False,False,,,19,Medina Manor,415000.0,71.4
4599,False,False,,,16,Medina Manor,355000.0,61.08
4600,False,False,,,16,Medina Manor,315000.0,54.2
4601,True,False,-41.1673634,146.3574637,12.95,Meercroft Care,310000.0,53.34
4602,True,False,-41.1673634,146.3574637,12.95,Meercroft Care,310000.0,53.34
4603,True,False,-41.1673634,146.3574637,12.95,Meercroft Care,301000.0,51.79
4604,True,False,-41.1673634,146.3574637,16.7,Meercroft Care,283000.0,48.69
4605,True,False,-41.1673634,146.3574637,17,Meercroft Care,296000.0,50.93
4606,True,False,-41.1673634,146.3574637,17,Meercroft Care,286000.0,49.21
4607,True,False,-41.1673634,146.3574637,13.8,Meercroft Care,286000.0,49.21
4608,True,False,-41.1673634,146.3574637,13.4,Meercroft Care,280000.0,48.18
4609,True,False,-41.1673634,146.3574637,11.37,Meercroft Care,274000.0,47.14
4610,True,False,-41.1673634,146.3574637,17,Meercroft Care,296000.0,50.93
4611,True,False,-41.1673634,146.3574637,16.4,Meercroft Care,291000.0,50.07
4612,True,False,-41.1673634,146.3574637,18,Meercroft Care,296000.0,50.93
4614,True,False,-41.1673634,146.3574637,17.07,Meercroft Care,283000.0,48.69
4615,True,False,-41.1673634,146.3574637,17.7,Meercroft Care,286000.0,49.21
4619,True,False,-41.1673634,146.3574637,18,Meercroft Care,296000.0,50.93
4620,True,False,-41.1673634,146.3574637,18,Meercroft Care,308000.0,52.99
4621,True,False,-41.1673634,146.3574637,11,Meercroft Care,283000.0,48.69
4623,True,False,-41.1673634,146.3574637,18,Meercroft Care,291000.0,50.07
4624,True,False,-41.1673634,146.3574637,18,Meercroft Care,291000.0,50.07
4625,True,False,-41.1673634,146.3574637,16.8,Meercroft Care,352000.0,60.56
4626,True,False,-41.1673634,146.3574637,16.8,Meercroft Care,348000.0,59.88
4627,True,False,-41.1673634,146.3574637,16.8,Meercroft Care,335000.0,57.64
4628,True,False,-41.1673634,146.3574637,16.7,Meercroft Care,296000.0,50.93
4629,True,False,-41.1673634,146.3574637,16.7,Meercroft Care,286000.0,49.21
4630,True,False,-41.1673634,146.3574637,13,Meercroft Care,291000.0,50.07
4631,True,False,-34.7738248,137.5938619,15 sqm,Melaleuca Court Nursing Home,320000.0,55.06
